municipios,url_municipio,zona_raw,zona_clean,url_zona,indice_vuelta_municipio,cantidad_publicaciones_zona,cantidad_vueltas_zona_sub,titulo,precio,datos,location,url_publicacion,indice_vuelta_zona,indice_vuelta_zona_sub
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Apartamento Remodelado Amoblado Alquiler Terrazas Del Club Hipico Pozo De Agua Propio Calle Ciega,US$1.000,"3 habitaciones
3 baños
138 m² cubiertos","Terrazas Del Club Hipico, Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-977507972-apartamento-remodelado-amoblado-alquiler-terrazas-del-club-hipico-pozo-de-agua-propio-calle-ciega-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=16&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Rt Apartamento En Alquiler Tzas Del Club Hipico 26-13729,US$1.000,"3 habitaciones
3 baños
138 m² cubiertos","Terrazas Del Club Hipico, Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-971021878-rt-apartamento-en-alquiler-tzas-del-club-hipico-26-13729-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=17&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,"Apartamento En Alquiler En Lomas Del Club Hipico, Mls 26-14744",US$950,"3 habitaciones
3 baños
126 m² cubiertos","C4RH+HJ3, Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-976701386-apartamento-en-alquiler-en-lomas-del-club-hipico-mls-26-14744-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=18&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Remodelado Apartamento En Alquiler En Terrazas Del Club Hipico. Ana Perez 26-17960,US$800,"2 habitaciones
1 baño
69 m² cubiertos","Terrazas Del Club Hipico, Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1006514774-remodelado-apartamento-en-alquiler-en-terrazas-del-club-hipico-ana-perez-26-17960-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=19&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Apartamento En Alquiler En Terrazas Del Club Hípico Mls#26-13729 - Naomi Sánchez ¡contáctame!,US$1.000,"3 habitaciones
3 baños
138 m² cubiertos","Terrazas Del Club Hipico, Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-961559398-apartamento-en-alquiler-en-terrazas-del-club-hipico-mls26-13729-naomi-sanchez-contactame-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=20&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,En Alquiler: Apartamento Amoblado En Entorno Exclusivo Y Tranquilo - Terrazas Del Club Hípico | At 26-13729,US$1.000,"3 habitaciones
3 baños
138 m² cubiertos","C4XF+JX4, Caracas 1080, Miranda, Venezuela, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-961062812-en-alquiler-apartamento-amoblado-en-entorno-exclusivo-y-tranquilo-terrazas-del-club-hipico-at-26-13729-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=21&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Apartamento En Alquiler Lomas Del Club Hipico #26-14744 Vi,US$950,"3 habitaciones
3 baños
126 m² cubiertos","C4RH+HJ3, Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-968071032-apartamento-en-alquiler-lomas-del-club-hipico-26-14744-vi-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=22&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Apartamento En Alquiler - Terrazas Del Club Hipico - Yanira Alvarez - Mls #26-13729,US$1.000,"3 habitaciones
3 baños
139 m² cubiertos","Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-961385904-apartamento-en-alquiler-terrazas-del-club-hipico-yanira-alvarez-mls-26-13729-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=23&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Se Ofrece En Alquiler Acogedor Y Amplio Apartamento Sin Amoblar Ubicado En Terrazas Del Club Hipico,US$800,"2 habitaciones
1 baño
69 m² cubiertos","Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1006512896-se-ofrece-en-alquiler-acogedor-y-amplio-apartamento-sin-amoblar-ubicado-en-terrazas-del-club-hipico-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=24&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Apartamento En Alquiler - Mls #26-17960,US$800,"2 habitaciones
1 baño
69 m² cubiertos","Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-775469899-apartamento-en-alquiler-mls-26-17960-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=25&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Alquiler Terrazas Del Club Hipico Wsuarez,US$700,"3 habitaciones
2 baños
114 m² cubiertos","N SN, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-957190564-alquiler-terrazas-del-club-hipico-wsuarez-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=26&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Apartamento En Alquiler Terrazas Del Club Hípico Mls# 26-13729 Christian Szotyori,US$1.000,"3 habitaciones
3 baños
138 m² cubiertos","Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-775483013-apartamento-en-alquiler-terrazas-del-club-hipico-mls-26-13729-christian-szotyori-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=27&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,26-17960 Apartamento En Alquiler En Terrazas El Lub Hipico Manuel Alvarez,US$800,"2 habitaciones
1 baño
69 m² cubiertos","Terrazas Del Club Hipico, Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-775488589-26-17960-apartamento-en-alquiler-en-terrazas-el-lub-hipico-manuel-alvarez-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=28&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Bello Apartamento Totalmente Remodelado En Alquiler - Urb. Terrazas Del Club Hipico,US$800,"2 habitaciones
1 baño
69 m² cubiertos","Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1006300570-bello-apartamento-totalmente-remodelado-en-alquiler-urb-terrazas-del-club-hipico-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=29&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Mls #26-14744 Nr,US$950,"3 habitaciones
3 baños
126 m² cubiertos","Terrazas Del Club Hipico, Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-965599898-mls-26-14744-nr-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=30&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Tzas. del Club Hípico,tzas-del-club-hipico,tzas-del-club-hipico,4,31,1,Binito Apto En Terrazas De Club Hipico En Alquiler 26-5967 Rd,US$1.050,"3 habitaciones
3 baños
172 m² cubiertos","Terrazas Del Club Hipico, Caracas, Tzas. Del Club Hípico, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-963336444-binito-apto-en-terrazas-de-club-hipico-en-alquiler-26-5967-rd-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=31&type=item&tracking_id=fed56726-65d2-4af7-9683-3658a28162e0&price_drop=not_apply,46,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,Ip Alquilo Apartamento En Los Naranjos Humboldt 26-17763 Yf,US$750,"2 habitaciones
2 baños
64 m² cubiertos","Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1002427880-ip-alquilo-apartamento-en-los-naranjos-humboldt-26-17763-yf-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,Mp Apartamento En Alquiler En Los Naranjos Humboldt Yf 26-15895,US$650,"1 habitación
2 baños
60 m² cubiertos","Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-987477286-mp-apartamento-en-alquiler-en-los-naranjos-humboldt-yf-26-15895-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=2&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,"Km Apartamento En Alquiler En La Alameda, De 3 Habitaciones",US$1.300,"3 habitaciones
3 baños
121 m² cubiertos","La Alameda, Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-973271160-km-apartamento-en-alquiler-en-la-alameda-de-3-habitaciones-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=3&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,Mp Apartamento En Alquiler En Los Naranjos Humboldt Yf 26-18214,US$680,"2 habitaciones
2 baños
60 m² cubiertos","Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1007595158-mp-apartamento-en-alquiler-en-los-naranjos-humboldt-yf-26-18214-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=4&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,Saa-747 Apartamento El Paraíso Municipio Libertador Caracas,US$850,"3 habitaciones
2 baños
103 m² cubiertos","Libertador, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-983901572-saa-747-apartamento-el-paraiso-municipio-libertador-caracas-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=5&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,"Apartamento Ejecutivo De Oportunidad, Ubicado En La Calle Cerrada De Los Naranjos De Las Mercedes",US$1.250,"1 habitación
2 baños
67 m² cubiertos","Los Naranjos De Las Mercedes, Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-966704104-apartamento-ejecutivo-de-oportunidad-ubicado-en-la-calle-cerrada-de-los-naranjos-de-las-mercedes-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,Amplio Y Comodo Apartamento En Alquiler En Terrazas De Club Hipico,US$800,"2 habitaciones
1 baño
69 m² cubiertos","Terrazas Del Club Hipico, Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-775495393-amplio-y-comodo-apartamento-en-alquiler-en-terrazas-de-club-hipico-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=7&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,(#1289) Apartamento En Club Hipico De 120 M2,US$630,"3 habitaciones
2 baños
120 m² cubiertos","C4WG+6XC, Av. América, Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1006820688-1289-apartamento-en-club-hipico-de-120-m2-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=8&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,María Pastrán Te Ofrece Este Práctico Apartamento En Alquiler En Los Naranjos Humboldt Mls# 26-7979 Yf,US$580,"1 habitación
1 baño
50 m² cubiertos","Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-977350370-maria-pastran-te-ofrece-este-practico-apartamento-en-alquiler-en-los-naranjos-humboldt-mls-26-7979-yf-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=9&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,María Pastrán Te Presenta Este Excelente Apartamento En Alquiler En Los Naranjos Humboldt Mls# 26-17763 Yf,US$750,"2 habitaciones
2 baños
64 m² cubiertos","Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1006309872-maria-pastran-te-presenta-este-excelente-apartamento-en-alquiler-en-los-naranjos-humboldt-mls-26-17763-yf-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=10&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,De Oportunidad Maravilloso Apartamento Duplex En Alquiler En Los Naranjos De Las Mercedes #26-14585 Mjs,US$2.200,"3 habitaciones
3 baños
99 m² cubiertos","Los Naranjos De Las Mercedes, Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-965033064-de-oportunidad-maravilloso-apartamento-duplex-en-alquiler-en-los-naranjos-de-las-mercedes-26-14585-mjs-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=11&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,María Pastrán Te Presenta Este Impecable Apartamento En Alquiler En Los Naranjos Humboldt Mls# 26-15895 Yf,US$650,"1 habitación
2 baños
60 m² cubiertos","Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-977622872-maria-pastran-te-presenta-este-impecable-apartamento-en-alquiler-en-los-naranjos-humboldt-mls-26-15895-yf-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=12&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sur),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sur/_FiltersAvailableSidebar?filter=neighborhood,Otros,otros,otros,4,13,1,Mp Apartamento En Alquiler En Los Naranjos Humboldt Yf 26-15617,US$550,"1 habitación
1 baño
50 m² cubiertos","Caracas, Otros, Caracas - Baruta (sur), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-971141244-mp-apartamento-en-alquiler-en-los-naranjos-humboldt-yf-26-15617-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=13&type=item&tracking_id=e23985b2-c434-4784-9f38-a915a69e89af&price_drop=not_apply,47,1
Caracas - Baruta (sureste),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sureste/_FiltersAvailableSidebar?filter=neighborhood,Altos de Monterrey,altos-de-monterrey,altos-de-monterrey,5,1,1,Tu Oasis En Lomas De Monterrey Apartamento En Alquiler De 173 Mts Lld 261623,US$2.300,"3 habitaciones
4 baños
173 m² cubiertos","Monterrey, Caracas, Altos De Monterrey, Caracas - Baruta (sureste), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1008565002-tu-oasis-en-lomas-de-monterrey-apartamento-en-alquiler-de-173-mts-lld-261623-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=1d6c81a6-c0b0-4ebd-b9cc-19dce6ed2021&price_drop=not_apply,48,1
Caracas - Baruta (sureste),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sureste/_FiltersAvailableSidebar?filter=neighborhood,Baruta,baruta,baruta,5,15,1,Apartamento En Alquiler Baruta 2 Habitaciones 2 Baños 1 Puesto Db 26-13104,US$450,"2 habitaciones
2 baños
62 m² cubiertos","Baruta, Baruta, Caracas - Baruta (sureste), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1007484814-apartamento-en-alquiler-baruta-2-habitaciones-2-banos-1-puesto-db-26-13104-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=1&type=item&tracking_id=5615db36-8e6c-4719-9944-648c9325b9dd&price_drop=not_apply,49,1
Caracas - Baruta (sureste),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sureste/_FiltersAvailableSidebar?filter=neighborhood,Baruta,baruta,baruta,5,15,1,Apartamento En Alquiler Barutaima D.j. #26-15035,US$3.500,"4 habitaciones
4 baños
381 m² cubiertos","C4FC+829, Caracas, Baruta, Caracas - Baruta (sureste), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1006272610-apartamento-en-alquiler-barutaima-dj-26-15035-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=2&type=item&tracking_id=5615db36-8e6c-4719-9944-648c9325b9dd&price_drop=not_apply,49,1
Caracas - Baruta (sureste),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sureste/_FiltersAvailableSidebar?filter=neighborhood,Baruta,baruta,baruta,5,15,1,Apartamento En Alquiler La Palomera Sharon Betancourt Cod #26-13104,US$450,"2 habitaciones
2 baños
62 m² cubiertos","C4J9+H6X, Caracas, Baruta, Caracas - Baruta (sureste), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-965652734-apartamento-en-alquiler-la-palomera-sharon-betancourt-cod-26-13104-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=3&type=item&tracking_id=5615db36-8e6c-4719-9944-648c9325b9dd&price_drop=not_apply,49,1
Caracas - Baruta (sureste),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sureste/_FiltersAvailableSidebar?filter=neighborhood,Baruta,baruta,baruta,5,15,1,Alquiler Apartamento En La Urb. La Escondida 158118rt 74m2/1h/2b/2pe,US$750,"1 habitación
2 baños
74 m² cubiertos","Baruta, Baruta, Caracas - Baruta (sureste), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-1003999778-alquiler-apartamento-en-la-urb-la-escondida-158118rt-74m21h2b2pe-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=4&type=item&tracking_id=5615db36-8e6c-4719-9944-648c9325b9dd&price_drop=not_apply,49,1
Caracas - Baruta (sureste),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sureste/_FiltersAvailableSidebar?filter=neighborhood,Baruta,baruta,baruta,5,15,1,Apartamento En Alquiler Baruta Villa Barutaima 56mts2 2habitaciones 1 Baño 1 Puesto,US$550,"2 habitaciones
1 baño
56 m² cubiertos","Baruta, Baruta, Caracas - Baruta (sureste), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-994171504-apartamento-en-alquiler-baruta-villa-barutaima-56mts2-2habitaciones-1-bano-1-puesto-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=5&type=item&tracking_id=5615db36-8e6c-4719-9944-648c9325b9dd&price_drop=not_apply,49,1
Caracas - Baruta (sureste),https://listado.mercadolibre.com.ve/inmuebles/apartamentos/alquiler/distrito-capital/caracas---baruta-sureste/_FiltersAvailableSidebar?filter=neighborhood,Baruta,baruta,baruta,5,15,1,Mp Apartamento En Alquiler En Baruta Yf 26-13104,US$480,"2 habitaciones
2 baños
62 m² cubiertos","Baruta, Baruta, Caracas - Baruta (sureste), Distrito Capital",https://apartamento.mercadolibre.com.ve/MLV-972188606-mp-apartamento-en-alquiler-en-baruta-yf-26-13104-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=item&tracking_id=5615db36-8e6c-4719-9944-648c9325b9dd&price_drop=not_apply,49,1
